number,value,params_alpha,params_colsample_bytree,params_eval_metric,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,state
41,1137.3732619996858,0.004487808813748186,0.5756945163522282,rmse,0.3420463855939075,0.0016581668801347003,0.015347443593695291,20,125,0.8171394919152246,COMPLETE
42,1137.0421703940676,0.006222327984626794,0.5436182533785752,rmse,0.23028929895493744,0.0021581313971125197,0.013007358049725151,19,96,0.865013704270663,COMPLETE
43,1144.080141399495,0.0246085778022868,0.8031470245323271,rmse,0.07758371713925943,0.009740555797364474,0.01138468267802918,18,50,0.966267890403165,COMPLETE
44,1142.5217009450537,0.006577522308472454,0.6417440426368187,rmse,0.21366992173332136,0.0011333632887314561,0.02511963125028254,22,93,0.8720057239403181,COMPLETE
45,1148.0444366372362,0.0017659752276142147,0.43123200145965607,rmse,0.04397140079267138,0.002414928790643421,0.03544685464100493,16,74,0.9338429752738546,COMPLETE
46,1139.645981997331,9.198819261977816,0.48644537569403123,rmse,0.09369682855588679,0.0059068370691250155,0.013436301049737509,19,295,0.9096297913182504,COMPLETE
47,1142.8226835205069,0.0033964259237657863,0.38591606692522396,rmse,0.5262055964879369,0.00337136824610496,0.01770582321322639,22,43,0.9677875127875786,COMPLETE
48,1146.4537613404925,0.14581742564414601,0.936992119638141,rmse,0.26468795489378905,0.33328077188125543,0.008694523258101435,15,22,0.7676549535647499,COMPLETE
49,1140.5303157541236,0.0010040428478343113,0.34583428724996645,rmse,0.9682616826011364,0.018780839381315216,0.029697389663060157,17,75,0.8733493868239219,COMPLETE
50,1138.3129727302655,0.0527105649562175,0.3247111948715927,rmse,0.005661992954215766,0.0013683304740293042,0.012737379149062564,14,99,0.5878559934573335,COMPLETE
51,1138.013039718798,0.006110574487916791,0.5525112610450192,rmse,0.28682767677281135,0.001965860237734997,0.01718072808974263,20,117,0.8036115248309339,COMPLETE
52,1137.6026632250325,0.015583988748582543,0.626755344241103,rmse,0.15080999302927517,0.0022532589448890587,0.014612207379311353,20,143,0.912270164550459,COMPLETE
53,1137.6129978886331,0.003737197476935429,0.6966977667924399,rmse,0.373257535268852,0.004240524023829169,0.010172437954837259,19,137,0.8134838464670776,COMPLETE
54,1140.12583286066,0.03290352537688464,0.4102655769227051,rmse,0.229766314128663,1.2864641037904685,0.007463391962092539,23,118,0.8422691398679706,COMPLETE
